trip_id,source,location,length,ratio,turns,Rturns,Lturns,signals,flickr,population,residential_road,secondary,primary,tertiary,footpath,cycleway,commercial,farm,forest,openland,industrial,recreational,residential,bikelane,sharrow,intersection,jobs,Ludiversity,walkability
1383665818,Endomondo,South Florida,24200.39889,2.1487248,0.7437894,0.2892514,0.454538,1.8181518,4.1321635,129.6647797,27.4226799,0.6185567,35.3608246,13.4020615,7.0103092,0,25.6267223,0,0,0,1.131964,9.824667,46.211956,19.5876293,0.4123711,20.9087467,172.5020599,0.6537791,15.1470604
1383691550,Endomondo,South Florida,21401.44573,2.3830166,0.6074356,0.2803549,0.3270807,0.513984,0.4672582,81.4389038,14.0023336,15.285881,0.4667445,59.7432899,0.2333722,0,12.2878313,0,0,3.5382018,0,1.800949,37.6639786,53.2088699,0,9.9058733,247.6474457,0.5165557,9.0508986
1383718866,Endomondo,South Florida,28575.99904,0.2799552,1.9946809,0.6298993,1.3647817,0,0.2099664,63.5762062,0,0,0,0,8.9160843,5.4195805,0,0,0,0,0,84.3666229,5.4170594,0,0,1.7147257,0,0.6976971,14.3330021
1383742172,Endomondo,South Florida,28769.39407,1.9812722,0.868979,0.3823508,0.4866283,3.6497118,11.8528738,232.8469543,29.1920071,17.115551,21.2858391,14.1615982,5.9947872,0.2606429,19.3200493,0,0,0.24644,0,5.804605,56.890419,15.8992176,1.6507385,19.4303703,448.0938416,0.5629441,16.3714485
1384667146,Endomondo,South Florida,8890.368454,2.024663,2.3621068,1.2372941,1.1248127,3.9368448,11.3606091,153.0727539,17.1348324,0.5617977,3.0898876,51.4044952,14.88764,0.5617977,24.299778,0,0,0,0,2.710489,36.6136742,42.4157295,0,15.2974539,230.5742188,0.584839,16.5257969
1384778096,Endomondo,South Florida,21940.02719,1.7319942,1.6408366,0.9115759,0.7292607,1.093891,5.4694552,147.8716431,58.1818199,12.727273,14.318182,4.8863635,4.2045455,1.0227273,27.8354931,0,0.1428384,0,0.1463885,1.313899,50.8808746,0,0,15.9069996,179.6285553,0.6413099,16.3581409
1385386166,Endomondo,South Florida,16484.45676,1.3952538,0.4853056,0.303316,0.1819896,0,0.6066321,4.8748555,0,0,0,0,0.3030303,0,0,0,0.0012138,0.3489839,0,0,0,0,0,0.0606632,2.0106828,0.0437275,0.7984819
1386415470,Endomondo,South Florida,17611.76123,1.3059455,1.192385,0.5678024,0.6245826,2.1008687,5.7348042,293.1737061,28.2269497,5.5319147,1.1347518,51.3475189,3.5460992,1.5602837,21.4058113,0,0,0,11.9008369,0.0429404,46.4602928,40,1.7021277,14.4221802,66.9307098,0.5496786,16.2431793
1387339888,Endomondo,South Florida,56154.07285,1.6739658,0.3205467,0.2136978,0.1068489,0.3561629,0.8725992,23.0235043,4.6160674,3.2845097,0,65.1131821,0.3550821,1.020861,0.589552,6.1644349,1.8507268,2.7795181,0,6.321331,20.5812283,0,0,3.2410829,9.1980181,0.4926873,8.3278236
1387352884,Endomondo,South Florida,35690.05378,1.7091596,0.5323612,0.1961331,0.3362281,0.3082091,1.5690646,51.8907433,3.5714285,7.7030811,33.3333321,5.8823528,0.4901961,1.4005603,2.115495,0,3.3214068,2.7448354,0,4.581511,17.2371159,17.7170868,0,4.9593649,34.3811188,0.4817118,9.1516562
1387369088,Endomondo,South Florida,32288.05366,0.8362226,0.4955393,0.1858272,0.3097121,1.0530211,8.6409664,11.5295334,0.6187162,65.0425339,0,0,2.4748647,16.2412987,12.2614431,0,12.3849525,0,0,25.8222275,2.1007404,64.2691422,0,5.2031627,85.2153931,0.3234317,11.1193447
1387682006,Endomondo,South Florida,22046.04799,1.9051033,0.2721576,0.1814384,0.0907192,2.5854974,4.8534775,149.5213013,13.378685,0.1133787,67.0068054,0.7936508,2.0408163,0,40.2225075,0,0,0,0,10.4800844,32.3508415,34.6938782,0,26.3539295,134.6479034,0.6317673,15.5536356
1387730404,Endomondo,South Florida,4217.009115,2.1342139,1.6599443,1.1856744,0.4742698,0,0.2371349,80.1888275,30,0,1.1764706,31.1764698,1.1764706,0,18.6807537,0,1.5684559,0,0,0,70.8181839,1.1764706,0,17.7851162,29.4171562,0.5541392,8.9600105
1387801266,Endomondo,South Florida,14777.88548,2.097729,0.4736808,0.4060121,0.0676687,1.691717,1.285705,122.3436508,11.9932432,6.5878377,46.1148643,0.6756757,6.0810809,0,13.0686407,0,1.6662066,0.8790964,0,10.7250681,40.8504143,0.8445946,0,12.3156996,222.8917236,0.4331086,8.6576376
1387885968,Endomondo,South Florida,13582.95018,1.4724342,1.8405427,0.8834605,0.9570822,0.8098388,0.2208651,165.8117065,52.3897057,0,7.352941,15.4411764,0,12.5,2.0825002,0,0.6310484,2.1687877,0,2.3181703,69.4965897,0,0,10.969635,38.392704,0.5474892,13.2263126
1387947840,Endomondo,South Florida,14895.50484,2.0811648,0.6042091,0.2685374,0.3356718,1.6783587,1.342687,127.4998856,12.7516775,5.5369129,40.2684555,0.8389262,4.6979866,0,13.0696163,0,1.5676473,0.8787634,0,10.5718861,41.2668152,1.1744967,0,12.0841827,168.8571625,0.4291934,8.5937147
1387975436,Endomondo,South Florida,9454.36305,2.4327393,0.7403989,0.2115425,0.5288563,0,0.2115425,2.7451503,13.7203169,5.0131927,0,31.6622696,0,0,1.6097692,7.3356948,4.8149076,0,2.0392787,0,24.2879124,5.0131927,0,3.913537,128.8173828,0.2171518,4.149807
1388459910,Endomondo,South Florida,39125.52894,1.5079669,0.6645278,0.3322639,0.3322639,0.7156453,1.814672,77.8891296,9.1257181,3.1269944,0.0638162,47.0963631,0.893427,29.6107216,1.1370816,4.4780788,6.9601994,1.7222806,0,1.6658033,68.1699982,0,0,7.3864818,46.596386,0.3465534,9.0205393
1388507132,Endomondo,South Florida,42426.13853,1.7677782,0.4949779,0.188563,0.3064149,2.0977633,16.3814106,74.1757965,10.4337635,41.9109039,0.1172333,16.7057438,8.6166468,13.6576786,9.2959471,0,6.2583137,0,0,6.8415127,50.1822433,29.8358727,0,12.445158,81.8957367,0.4227389,12.1993084
1388584822,Endomondo,South Florida,21582.26178,1.2510273,1.6217021,0.7413495,0.8803526,0.6486809,6.6721458,24.8568211,3.0092592,0,21.2962971,2.3148148,38.5416679,3.7037036,18.5585003,8.9135437,16.9841022,0,0.3047298,17.152422,3.9143083,0,0,10.5642309,58.4941635,0.5603129,7.9049554
1388736852,Endomondo,South Florida,7465.887147,2.2770236,2.4109659,1.205483,1.205483,3.7503915,17.4125328,324.547699,7.0234113,5.3511705,24.4147148,0,44.8160553,0,32.4181137,0,0,0,0,21.2320023,31.7166595,0,0,20.4932117,468.0578613,0.5018196,16.2476654
1388929746,Endomondo,South Florida,9810.812343,0.9173552,3.5674925,1.8347105,1.7327821,0.1019284,0,10.5198002,0,0,0.5089058,0,0.5089058,2.5445292,4.7324381,0,0,7.33569,0,4.9240837,0.0702738,0.5089058,0,4.1790628,13.368268,0.7988357,14.0629997
1388942100,Endomondo,South Florida,19960.01835,1.302604,1.5030047,0.651302,0.8517026,1.0020031,0.651302,92.322998,21.2234707,2.372035,0,31.8352051,1.4981273,26.7166042,1.4467951,0,0.3908274,3.8381224,0,4.3476253,50.6602173,0,0,7.9659247,10.0273685,0.1382721,8.62255
1390529892,Endomondo,South Florida,17200.35162,1.3953203,1.1627669,0.6976601,0.4651068,0.0581383,2.3836722,9.86761,1.0159652,0.2902758,13.6429605,35.5587807,2.7576199,5.2249637,28.1223793,0,4.7531238,6.2222862,5.0222716,0,6.0341454,0,0,11.9764996,687.840271,0.8381834,14.0711241
1391055150,Endomondo,South Florida,8650.243055,1.5028479,3.9305253,1.9652627,1.9652627,0.8092258,46.5882874,33.0147591,70.3170013,11.8155622,0,0,6.0518732,2.3054755,0,0,0.6090584,0,0,10.6617327,82.4797821,0,0,7.1674285,22.4280643,0.5539925,9.6516237
1391161196,Endomondo,South Florida,25485.12166,1.0202031,1.7657361,0.7847716,0.9809645,0.5493401,5.4149241,24.0056992,4.3137255,0,29.4117641,2.0588236,35.9803925,8.2352943,19.7390118,6.8934283,18.380291,0,0.3403313,8.3808355,6.0847144,0,0,8.5540104,61.6700363,0.5868125,7.9983115
1391349282,Endomondo,South Florida,20036.64067,2.295794,0.1996343,0.0499086,0.1497257,0,32.0412979,0,0,0,0,0,1.1221945,0,0,0,0,0,0,0,0,0,0,0.1497257,0,0.8377414,6.0000114
1394099958,Endomondo,South Florida,13832.96153,2.096442,0.722911,0.5060377,0.2168733,0.5060377,2.3133152,62.866066,5.0541515,20.7581234,25.2707577,47.8339348,0,0,1.5387272,0,0,0,0,4.4237628,17.4200077,89.3501816,0,4.0483017,77.0231094,0.4761783,7.8408389
1394130852,Endomondo,South Florida,21638.35938,1.4326409,0.5083565,0.2310711,0.2772853,2.6342108,12.6626978,171.1774445,2.5404158,43.5334854,9.3533487,0,9.237875,24.4803696,24.2330093,0,8.897768,0,0,9.5611324,12.2200146,43.8799095,1.5011548,12.5702686,173.0363922,0.3718392,11.84622
1396481406,Endomondo,South Florida,74653.30525,1.3529207,0.2009288,0.0937668,0.107162,0.7099485,4.2195048,75.29673,7.7669902,60.0602608,11.114831,0.3347841,1.7743555,1.9082692,8.627676,0,1.1232255,0.8516353,0,16.2107449,54.1067467,20.5557423,0.0334784,12.6049337,96.9833298,0.5295148,7.7146397
1405672172,Endomondo,South Florida,32148.86783,1.3064224,1.0886853,0.6221059,0.4665794,1.1197906,1.8352123,66.2282562,23.9502335,0,7.153966,43.390358,4.354588,10.1088648,23.6897163,0,0,0,0,11.0172853,49.0006866,1.2441679,0.5443235,12.9709082,158.780014,0.6521316,9.4792566
1446820062,Endomondo,South Florida,19166.1627,2.2957125,0.1043506,0.1043506,0,0,30.1051388,0,0,0,0,0,1.6949153,0,0,0,0,0,0,0,0,0,0,0.2087011,0,0.8377391,5.9999914
1456393094,Endomondo,South Florida,21252.73769,2.164427,0.1411583,0.0941055,0.0470528,0,35.3836784,0,0,0,0,0,1.1750882,0,0,0,0,0,0,0,0,0,0,0.1882111,0,0.8377403,6.0000024
1477420896,Endomondo,South Florida,36253.19165,2.0687833,0.6620107,0.3585891,0.3034216,3.6962264,4.109983,193.6407928,10.6822882,38.3873177,8.4079943,20.2618885,10.9579601,1.1026878,25.5466366,0,1.6192024,0.1130275,0,2.9768059,48.8911438,17.7119236,0.9648518,22.287693,198.0309753,0.5636197,15.3520784
1481048558,Endomondo,South Florida,11914.0179,2.1823032,1.7626295,0.5036085,1.2590212,0.2518042,0,75.3329163,20.7547169,2.7253668,1.2578616,46.3312378,17.4004192,5.6603775,4.3144474,5.7586379,3.4823153,5.3895736,0,1.2726481,63.4399872,1.048218,0,8.9810171,57.0671577,0.4954617,7.7252192
29936,MapMyFitness,South Florida,100649.4048,1.14258,0.2682579,0.1092903,0.1589677,0.019871,0.7352254,3.0120189,12.6917372,0,3.9584365,59.722908,0,0,0.0543887,37.8680916,0.3027824,5.7919044,0.3867593,0.0830078,16.9391441,0,0,1.9870957,6.8644323,0.6529005,5.6170993
136480,MapMyFitness,South Florida,3992.168824,2.504904,0.7514712,0.7514712,0,0,0,144.7280121,33.75,0,0,0,0,0,31.7761555,0,0,1.3290291,0,0,56.5680923,0,0,15.530405,81.8348465,0.6831837,11.6084805
288334,MapMyFitness,South Florida,102772.4963,1.4206135,0.3697487,0.1751441,0.1946046,0,3.2109759,2.8275673,13.8215322,0,5.0678954,43.1619797,0,0,0,33.4901161,5.752872,3.6015928,0.5123091,1.1554697,14.660635,0,0,2.11146,5.1065774,0.6827815,5.7863359
448071,MapMyFitness,South Florida,47793.48389,1.5064815,0.4603138,0.2092335,0.2510802,1.4855582,6.7582436,58.0798683,8.1504698,30.5120163,5.4858932,38.6102409,3.8662486,0,6.9659696,0,6.2148342,1.2382592,0,16.4846725,37.1848106,27.4294662,0,7.9927216,123.6358871,0.6906694,8.2066746
468685,MapMyFitness,South Florida,16866.64241,2.0158131,0.8893293,0.5928862,0.2964431,0.0592886,0,32.9123192,90.8148117,2.2222223,0,1.7777778,0,0,1.5313396,0,0,0,0,0,96.1378479,0,0,4.0909152,23.8606205,0.4353547,6.1712675
513935,MapMyFitness,South Florida,26599.85507,1.9548979,0.3383477,0.187971,0.1503768,0.4511303,1.4661734,54.7079391,34.9295769,0,0.3755869,53.7089195,4.1314554,0,4.3200884,1.1685908,0,0,0,7.0392742,53.4699936,5.6338029,0,10.1128368,81.3726959,0.5715041,7.2655635
555667,MapMyFitness,South Florida,40532.90634,2.1957469,0.1726992,0.0740139,0.0986852,0.9375099,6.2911849,71.8521729,12.3228588,24.0911884,28.5890331,6.469501,0.7393715,0.3696858,28.0987816,0,0,0.071132,1.5392308,9.8727322,43.5989189,3.0191004,0,27.4098282,134.6286011,0.6797503,8.9869633
613699,MapMyFitness,South Florida,73021.01537,2.1226766,0.0547788,0.0410841,0.0136947,1.1229644,3.1634729,91.4832687,4.7244096,0.7531667,61.8966103,1.2666895,1.9171517,0.3765834,24.6182747,12.2577486,2.8964097,1.9583701,0.5355297,4.4318252,18.0739174,52.7216721,0,17.5291996,545.9515991,0.5619067,9.6000986
656035,MapMyFitness,South Florida,14093.47347,1.2771869,0.7095483,0.2838193,0.425729,0.6385934,7.0954828,93.1198578,19.3262405,0,0,60.9929085,1.2411348,0,3.9304097,0,17.7863598,7.2377362,0,8.4864674,35.145977,0,0,7.8050313,85.5689011,0.4091612,8.6920233
712222,MapMyFitness,South Florida,27173.65217,2.2816219,0.1472014,0.0736007,0.0736007,1.251212,0.1104011,91.9768066,5.5197792,45.0781975,21.2511501,19.3192272,0,0,7.9761868,0.8661824,0.5574175,0.9058543,0.4528363,11.9187841,61.2907562,3.0358787,0,11.9601145,89.8437653,0.3612473,6.7879133
843896,MapMyFitness,South Florida,15523.88731,1.9969225,0.7085854,0.450918,0.2576674,1.1595033,0.1932506,80.1163101,22.2222214,0,10.3059578,61.9967804,0,0,7.159121,0,3.4322724,2.5093331,0,3.7289197,60.0738907,0,0,11.981535,128.9621277,0.5629839,8.1265574
1016321,MapMyFitness,South Florida,102513.4416,1.6680739,0.2536253,0.1170578,0.1365675,0.214606,1.2778811,20.715414,14.0141363,4.5576406,0.3899586,30.8067265,3.972703,0.0487448,1.6148258,38.8455048,1.8120382,2.6850474,1.1508414,4.6454124,23.1287918,0.2924689,0,4.9847121,20.220314,0.6361348,6.7256098
1016605,MapMyFitness,South Florida,169783.1582,1.0719556,0.2120352,0.088348,0.1236872,0.1825858,0.8069116,21.1560059,9.3507252,1.9053203,0.4983145,33.8121071,2.7700424,0.0293126,1.7918285,42.0856934,1.6417065,2.4897308,1.343581,4.0665069,24.7110977,0.3664078,0,3.6222675,14.8852272,0.6323868,6.7097182
1192847,MapMyFitness,South Florida,20973.48975,1.9071695,0.4767924,0.0476792,0.4291131,0.7151886,2.8607543,53.7387657,15.2562571,30.0357571,41.2395706,0,0,0,4.1043792,20.1801224,3.700536,3.2090516,0.5932058,8.0639648,36.2383575,63.4088211,0,9.2020931,139.102478,0.5219937,6.5079932
1295675,MapMyFitness,South Florida,19502.84931,1.8971587,2.1535316,1.0254912,1.1280403,0.3076473,6.9220653,42.5790939,24.5838661,0,0.8962868,28.169014,8.0665817,29.3213825,6.5161691,0,0,0,0,13.0241938,57.2933197,0.3841229,0,13.6390324,225.5044556,0.6911349,9.3196917
1496159,MapMyFitness,South Florida,14492.12579,1.7940778,0.9660419,0.207009,0.7590329,0.207009,10.557457,44.5379829,11.034483,0,2.9310346,1.5517242,3.275862,0,3.1535647,0,1.3435732,0.0399439,0,28.7712078,19.5930424,0,0,4.7612062,22.0163364,0.4809744,6.4999781
1508123,MapMyFitness,South Florida,63833.1663,1.3629278,0.8302894,0.4073118,0.4229776,0.6579652,2.6631923,116.475975,28.5434608,12.7251368,8.9663277,23.9624119,6.3038373,0.5481598,22.6436214,0,2.1170664,0.250389,1.3934246,3.7436442,45.7057724,12.059514,0.4306969,14.8042164,79.6687775,0.5788193,9.3686676
1508129,MapMyFitness,South Florida,46774.62252,1.5820545,0.6627526,0.3848241,0.2779285,1.0903348,10.0695629,122.4061279,17.9048634,18.8669167,33.5649376,6.6274719,2.4051309,0.2137894,26.4275398,0,1.1553741,1.2719336,1.9667782,7.3870192,48.767437,27.8460712,0,23.6239204,62.8398743,0.5257158,8.9595699
1512483,MapMyFitness,South Florida,29110.81387,1.6145203,1.4771143,0.7900844,0.6870299,0.137406,0,104.7998276,67.2102966,2.7467811,0,27.2103004,0.1716738,0,2.3354607,0,3.118856,0,0,7.5699902,69.2128754,0,0,6.4924326,44.5525551,0.2959833,6.4353518
1520636,MapMyFitness,South Florida,95542.55831,1.9677095,0.6070593,0.3035296,0.3035296,0.6698586,3.3388262,85.9872665,18.7189541,11.0065355,7.6601305,17.3071899,5.7516341,1.4117647,15.0251417,0,1.2487825,0.1563974,0.7214947,7.9178662,53.0989113,8,0.627451,18.7141743,83.4071655,0.5668944,8.6541014
1569320,MapMyFitness,South Florida,4748.979588,1.895144,1.2634293,0.8422862,0.4211431,0.4211431,0.4211431,101.0441818,42.7135696,0,7.0351758,46.2311554,0,0,1.867094,0,2.3982868,0,0,27.862812,39.1836929,0,0,10.1074343,64.3162308,0.4684579,7.2766418
1569326,MapMyFitness,South Florida,4280.155895,1.8690908,1.4018182,0.4672727,0.9345454,0.4672727,0.4672727,82.9751587,32.5966835,0,8.2872925,56.3535919,0,0,1.9450651,0,2.753556,0,0,29.4305763,33.8856964,0,0,10.0463629,87.2544403,0.4404708,7.1615219
1569544,MapMyFitness,South Florida,62137.07715,1.9312141,0.2896821,0.1287476,0.1609345,0,3.1382229,1.6137302,12.0079527,0,5.0099401,43.9761429,0,0,0,32.8097382,9.4804401,4.4258633,0.5986736,0.7249915,10.2012959,0,0,1.9151206,3.6477146,0.6887163,5.7652421
1682964,MapMyFitness,South Florida,60687.21805,1.0710658,0.5767277,0.263647,0.3130808,0.3295587,0.757985,96.8893585,8.3707638,4.2057981,11.9640665,70.9269104,0.7349939,0,7.9947333,1.0093049,2.1665015,0.9537195,0,3.2402933,64.8509369,18.497345,0,5.8826227,73.0955505,0.464738,9.5371523
1682966,MapMyFitness,South Florida,60687.21805,1.0710658,0.5767277,0.263647,0.3130808,0.3295587,0.757985,96.8893585,8.3707638,4.2057981,11.9640665,70.9269104,0.7349939,0,7.9947333,1.0093049,2.1665015,0.9537195,0,3.2402933,64.8509369,18.497345,0,5.8826227,73.0955505,0.464738,9.5371523
1714472,MapMyFitness,South Florida,25679.01966,0.9735574,1.6355765,0.9346151,0.7009614,0.0778846,0,107.7797241,95.6225662,0.3891051,0,3.0155642,0.1945525,0,1.9444467,0,0.7305142,0,0,4.2066574,77.2778091,0,0,3.3100953,53.8979149,0.3370972,6.1418686
1738868,MapMyFitness,South Florida,10902.9151,2.0178089,0.6420301,0,0.6420301,0.9171859,0,95.1449356,23.3409615,37.0709381,0,19.4508018,0.6864989,0,0,20.837841,2.7015686,1.6374949,0,9.7626381,44.335495,0,0,8.529829,80.130455,0.2993777,7.5076823
1828312,MapMyFitness,South Florida,25742.5581,2.2530782,0.2719232,0.0776924,0.1942309,0.3496156,1.4373085,47.0005226,7.0689654,54.7413788,8.7068968,21.5517235,0.2586207,0,6.3264804,0,0,0.1192187,0,14.6267614,61.1053848,2.1551723,0,16.8203945,125.1662979,0.6616905,8.0573463
1891791,MapMyFitness,South Florida,35842.14833,2.0367084,0.3348013,0.1116005,0.2232009,0.6975029,0.7812032,47.7300911,21.6049385,0,0,72.1536331,3.7037036,0,2.6700766,0.9343508,0,1.1634315,0,7.5007172,44.8192635,0,0,7.0587287,63.5739937,0.6286448,7.5890093
1898160,MapMyFitness,South Florida,35073.97357,2.3094046,0.171067,0.0570223,0.1140447,1.4825808,1.0549133,109.0014572,11.831789,4.8467569,31.0049896,28.011404,2.9935851,0.7840342,14.2664585,0,1.4170133,0.6598262,1.5505378,12.4607592,48.5513649,19.814682,1.71062,13.3432274,130.3275452,0.4320076,7.6143079
1917942,MapMyFitness,South Florida,6335.521736,1.5784019,1.1048814,0.6313608,0.4735206,0.3156804,0,126.4567795,38.5826759,0.7874016,0.7874016,52.3622055,0,0,10.435297,0,0,0,0,0,66.6482544,0,0,6.1557679,5.8891535,0.3487366,8.3881044
1938652,MapMyFitness,South Florida,50882.53862,2.0242701,0.1375718,0.0982655,0.0393062,1.1595334,1.9653107,68.9959488,5.4854369,0.3883495,83.0582504,4.3203883,0,0,15.6896906,5.1050386,2.9344246,2.2381897,2.2764742,5.6496716,27.1631947,41.8446617,0,13.7375221,195.9662018,0.6064512,7.2955079
1969407,MapMyFitness,South Florida,8699.139692,1.6093545,0.4598156,0.3448617,0.1149539,0,1.4944006,1.406286,4.3103447,0,0,0,7.4712644,0,1.9414344,0,21.5324535,0,1.3128161,17.0695362,0,0,0,0.5747695,8.9389515,0.8044966,7.9999881
2233763,MapMyFitness,South Florida,20191.00588,1.0400671,0.5943241,0.297162,0.297162,1.5353371,1.5848641,135.3352814,28.4250965,37.1318817,10.2432775,11.6517286,0.3841229,0.128041,26.6431961,4.3559155,0,1.727816,7.8739839,2.7415578,42.4450569,0,0,14.1647224,187.5298157,0.3981207,11.7362623
2297337,MapMyFitness,South Florida,20497.76476,2.0977898,0.5366439,0.243929,0.2927148,1.0245019,4.6834373,78.9814758,22.1951218,38.9024391,11.0975609,15.8536587,0,0,21.6433449,0,4.5392032,0.8005229,0,2.5597258,47.0717926,35.2439041,0,20.3436813,65.1652908,0.6654526,9.0938559
2368269,MapMyFitness,South Florida,39771.09211,2.0115113,0.1257195,0.1005756,0.0251439,0.4023023,0.5028778,55.7494545,11.6907606,7.7309866,10.810811,0.5656819,0.0628536,0,11.8876867,21.3985348,2.2305341,1.2896475,0.2726075,7.8331051,30.4216614,9.1137648,0,8.9512253,154.3863068,0.467995,6.5340862
2747047,MapMyFitness,South Florida,14914.78049,2.0114276,0.4022855,0.4022855,0,1.4750469,0.8716186,117.1127472,17.7554436,38.3584595,38.3584595,0.3350084,0,0,6.9298248,0,1.5329882,1.6216862,0,14.5393763,58.0683022,35.3433838,0,11.062851,42.8079185,0.3470138,6.4713092
2828628,MapMyFitness,South Florida,22632.87008,2.2091763,0.4418353,0.2209176,0.2209176,1.1929553,0.7953035,101.5838242,27.5938187,5.2980132,19.2052975,27.704195,7.5055189,0,7.9075217,0,3.6370366,4.7712083,0.6996211,5.2791734,59.4635696,2.2075055,0,12.7248554,114.8753586,0.426453,7.5234575
2838500,MapMyFitness,South Florida,99924.52688,1.2809668,0.4303248,0.1901435,0.2401813,0.8206193,3.132364,67.8639221,16.066967,10.7946024,16.2668667,15.3673162,1.2993504,0.3748126,27.1520367,0,0.556823,0.2168741,1.1750326,7.7241035,43.3722496,2.6486757,0.2998501,16.482439,131.295639,0.6487855,8.9781828
2850424,MapMyFitness,South Florida,37625.95038,0.930209,0.7707446,0.3720836,0.398661,0.132887,0.398661,39.4753838,7.0291777,1.1936339,2.122016,0,5.9018569,0,2.77685,0,15.9423027,0.7161645,0.5376955,16.2041798,12.3982038,0,0,2.0730374,77.4676437,0.6319346,7.3477216
2938917,MapMyFitness,South Florida,25547.26234,2.1528726,0.6654333,0.3914314,0.274002,1.6831549,3.0531647,83.6111908,20.9393349,20.450098,11.3502932,28.6692753,1.8590997,0,23.299921,0,0.1626791,1.4050499,0.5784353,9.6290197,51.0798111,10.9589043,0,17.8101273,303.794281,0.5838692,8.7973022
3137272,MapMyFitness,South Florida,30396.52947,2.2370975,0.3618834,0.0986955,0.2631879,1.4146352,10.3630247,83.5652313,6.4967103,41.3651314,32.8947372,1.0690789,0.5756579,0,28.3580856,0,2.0085518,0.5784374,0.62809,8.3881435,48.3794556,25,0,25.5621281,145.5753784,0.5943244,9.2827482
3137376,MapMyFitness,South Florida,18022.10587,2.0530343,0.4993867,0.1664622,0.3329245,1.1097482,11.0974827,99.3126678,14.5631065,24.9653263,18.5852985,6.9348125,0,0,34.2464371,0,0.4589606,0.9687726,1.258261,6.1260967,51.437294,22.4687939,0,29.1308918,53.6347275,0.6068848,9.706522
3431538,MapMyFitness,South Florida,54422.7844,2.0763361,0.2939945,0.1286226,0.1653719,1.1943527,7.919477,100.0316925,9.0432501,55.0021858,26.5181293,0.3494976,0.2621232,0.0873744,13.8569756,0,1.175709,0.8035122,0.8780077,8.6455507,55.0598297,7.8200088,0,18.3746567,105.2938385,0.5290294,8.3144293
3432646,MapMyFitness,South Florida,55576.10043,1.9432814,0.2699002,0.1439468,0.1259534,1.2415409,4.3723831,109.5865936,12.4617405,30.6077824,41.320507,6.8648887,1.2680367,0.0437254,17.9028606,0,1.5463032,0.9209239,0.3618384,6.1241093,53.5969353,14.7354612,0,19.1629143,94.0132828,0.5830863,8.966712
4063358,MapMyFitness,South Florida,26155.79439,2.1792495,0.344092,0.1146973,0.2293947,3.2115254,9.0610895,75.2061996,8.152174,0.4528986,36.141304,36.8659439,2.0833333,0,36.0500488,0,3.4750097,0.5858446,0.2135733,11.1269321,21.5451851,0,0,33.5298538,182.8127441,0.6669106,9.2147741
4306646,MapMyFitness,South Florida,13946.25884,2.1511145,0.0717038,0.0717038,0,0.4302229,9.1063852,116.8320465,6.6308246,41.5770607,0,0.1792115,1.0752689,5.3763442,2.7414234,0,0.8740835,0,0,23.9666977,47.577774,20.4301071,0,19.0732155,33.1136589,0.4080154,6.3785982
4346758,MapMyFitness,South Florida,21743.49013,2.1615665,1.5176957,0.7358524,0.7818432,0.7818432,1.7016587,135.9878387,50.5747108,0.6896552,3.1034484,17.8160915,5.0574713,0,5.5462642,0,0.0024642,0.3210776,1.2772168,9.0418568,66.2846832,0.4597701,0,14.2111502,29.130888,0.4525853,8.5911388
4690941,MapMyFitness,South Florida,24374.67346,2.0923357,0.3692357,0.2051309,0.1641048,1.0256548,1.1487334,69.6795425,13.2307692,43.4871788,22.8717957,0,0,0,6.5301709,10.5401669,1.1361623,3.1242907,0.2733307,9.9267731,45.7095375,25.2307701,0,9.5180759,72.1969681,0.4032251,6.6237621
4869277,MapMyFitness,South Florida,1500.562193,1.3328338,3.3320844,3.3320844,0,0,0,141.9184113,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,9.996253,4.058908,0.535266,9.1669998
4888372,MapMyFitness,South Florida,35179.13032,2.1887977,0.4832411,0.2274076,0.2558335,1.1086118,1.6202788,48.0723495,7.734139,0,40.1812706,46.4048347,0.6042296,0,14.4238186,1.4030976,10.0165682,1.4369719,0,11.2615538,30.3015575,0.8459215,0,13.2464905,158.3314819,0.535409,7.5720029
4906272,MapMyFitness,South Florida,59414.22366,1.312817,0.5890845,0.2692958,0.3197888,1.228662,3.8879578,49.031395,18.6906013,0,7.5501585,68.505806,2.7719114,0,2.4433255,1.3674848,6.4218445,1.9784787,0,14.6201134,40.7990341,0,0,5.5373945,100.2083664,0.4840369,7.0459547
4937086,MapMyFitness,South Florida,51337.39649,1.9478978,0.1753108,0.0779159,0.0973949,0.4480165,4.8113074,38.0084267,10.1265821,2.2395327,24.9756565,32.5219078,0.5355404,0.194742,10.0812254,59.4160233,2.389281,4.5427594,2.4468658,0.6341388,22.9297085,3.7487829,0.097371,8.5707502,32.5539894,0.6736187,8.5760489
4983579,MapMyFitness,South Florida,15925.6424,1.8837545,1.695379,0.8790854,0.8162936,0.7535018,1.6325872,44.9590378,36.6771164,0,4.5454545,33.2288399,1.5673981,8.30721,10.3364038,0,0,0,0,16.9047413,60.5147552,0,0,17.3305416,127.5776215,0.7207432,9.4045067
