trip_id,source,location,length,ratio,turns,Rturns,Lturns,signals,flickr,population,residential_road,secondary,primary,tertiary,footpath,cycleway,commercial,farm,forest,openland,industrial,recreational,residential,bikelane,sharrow,intersection
3016240,Control,North Holland,4912.734159,2.6461842,2.6461842,1.4248685,1.2213159,1.2213159,10.5847368,211.8435822,27.2532196,0,0,0.8583691,0,25.5364799,0,0,8.2093391,17.6641254,0.6997694,16.1943169,40.4298897,30.4721031,0,8.7527637
3018324,Control,North Holland,1540.662946,2.5962849,1.9472136,1.2981424,0.6490712,1.2981424,6.4907122,136.6568909,32.9268303,0,0,0,0,10.9756098,0,0,4.131496,15.6751661,9.3120441,0,76.650444,2.4390244,0,4.5434985
3022386,Control,North Holland,15829.55541,2.5900917,1.5161512,0.6317297,0.8844215,0,2.9691296,42.8115044,0.0550358,19.757843,39.9009361,17.6664829,0,13.2085857,0,4.4873452,3.0670238,36.7089729,0,3.9787605,29.4221992,20.0880566,0,4.9906645
3064373,Control,North Holland,9604.249159,2.2906528,1.3535676,0.728844,0.6247235,0.9370852,0.4164823,74.1155548,6.7211628,0.3633061,0.0908265,0.7266122,0.0908265,33.69664,2.2400537,4.5802417,8.6294498,31.7936535,1.566376,5.8863082,46.7180443,0,0,8.3296461
3071798,Control,North Holland,1520.404451,2.6308789,3.2885985,2.6308789,0.6577197,0,7.2349172,208.6404114,0,0,0,0.625,0,58.75,0,0,3.365253,15.1507797,16.7067814,0.034607,29.2860184,0,0,11.1812353
3085284,Control,North Holland,7629.999562,1.9659241,3.2765403,1.8348625,1.4416777,2.3591089,1.7038009,120.5270538,0.1317523,0,0,14.492754,0.5270092,0.7905138,0,14.0437508,8.1347961,11.4124928,21.5551605,0,69.7585068,0,0,6.8152037
3091714,Control,North Holland,32149.24457,2.4261847,0.9953578,0.466574,0.5287838,6.283196,4.0747457,194.3097839,3.1172352,23.2550259,10.4698439,3.5520668,0.0847075,6.2288232,1.6145658,0.1749311,8.5942545,9.3798952,3.8953445,4.6597676,42.1506996,2.3492208,0,13.4373293
3097092,Control,North Holland,4535.638987,2.6457133,1.9842849,0.8819044,1.1023805,1.7638088,8.8190441,307.808136,1.3953488,0,0,10.2325583,0.4651163,47.209301,0.4370202,0,1.4638729,1.8907739,60.8118362,2.6390183,17.1709156,3.9534883,0,14.1104708
3108750,Control,North Holland,4559.502093,2.6318662,2.6318662,1.5352553,1.096611,6.1410213,0,252.8324585,9.831461,0,0,0.8426966,1.6853932,73.5955048,0.9501038,0,3.7377861,9.3841896,0,11.3217669,65.2739868,0.5617977,0,15.7911978
3114511,Control,North Holland,44312.33172,2.4146776,1.0380857,0.5416099,0.4964758,2.6177814,3.3173609,130.4131317,1.2519873,8.3863277,20.2106514,0.3444621,0.1126126,14.7390041,0.7870176,2.340364,4.8983922,29.7003937,7.5142012,1.5224367,30.9081497,4.3720193,0,6.4316182
3115411,Control,North Holland,20492.72414,2.3422947,0.8295627,0.243989,0.5855737,1.1223496,5.4165564,22.730114,0,24.0160999,44.5438271,16.5026836,0.0894454,11.0465117,0,17.3487473,3.6669357,25.1874809,0.850021,1.174932,11.9862623,1.3416816,0,4.3430047
3239482,Control,North Holland,38536.23125,2.4652126,0.5968409,0.3113953,0.2854457,2.4652126,3.9702897,129.04599,0.3040698,10.1590519,24.0137215,13.636364,0.0857633,6.9234366,1.5217153,2.7852495,3.8919086,26.704731,10.2651815,1.5628301,21.1015987,6.4478402,1.8711991,6.3057542
3253328,Control,North Holland,20837.7848,2.5914464,0.7678359,0.2399487,0.5278872,1.9675796,1.2957232,139.8594055,0.2359882,8.495575,43.9528008,0.8849558,0.058997,0.4129794,1.653613,0.0761961,9.9688759,26.5647831,28.2000408,1.1247585,6.793766,0.058997,0,5.3268619
3270049,Control,North Holland,18963.47327,2.2147841,0.4218636,0.2109318,0.2109318,8.4900055,5.4842272,186.226181,1.2873993,17.1892986,13.4134064,0.0359609,0.0431531,4.4807248,3.3943872,0,7.5483613,14.0202198,9.3340254,5.8008757,16.5573902,0.6616801,0,10.7575226
3271493,Control,North Holland,27578.26396,2.5382309,1.1603341,0.5801671,0.5801671,0.4351253,3.626044,12.5181055,1.2718601,10.4398518,0.1589825,18.0180187,4.981452,19.3958664,0,24.6710529,18.875885,23.4748554,0.2286809,0.0216606,14.389266,6.2533121,0,4.1336904
3275382,Control,North Holland,13653.65409,2.4169354,1.8310117,0.8788856,0.9521261,2.2704544,8.8620968,124.5411224,6.759582,27.8048782,0,2.2299652,0.3484321,29.1986065,3.7291732,4.0902371,3.6688867,23.7029095,14.7871685,0.0086644,50.0671654,2.6480837,0,10.3269062
3283335,Control,North Holland,5888.03606,2.3777027,1.8681951,0.8491796,1.0190156,0,5.0950775,16.5392113,8.6235485,34.3283577,0,0,0.1658375,0.1658375,0,5.4557257,26.8834896,30.0198612,0,5.6505709,33.0732498,0.9950249,0,5.4347491
3298818,Control,North Holland,18710.35116,2.4050858,0.6948026,0.3741245,0.3206781,7.1083646,4.2757082,167.7158966,1.053705,0.1019714,79.1298447,0.9517335,0.1699524,16.1454792,0.2466338,0.6443496,8.7113695,26.7466221,18.6447849,2.5029252,5.4281445,3.1611149,0,7.4290428
3302342,Control,North Holland,3354.460271,2.0867739,2.9811056,1.7886633,1.1924422,7.7508745,0.8943316,327.2455444,9.0016365,43.2078552,0,0,0.4909984,7.5286417,4.4660454,0,0.0380745,0.0158195,0,1.0860392,95.1811523,28.1505737,0.4909984,28.3205032
3309650,Control,North Holland,3172.508106,2.8368721,2.2064562,0.9456241,1.2608321,0,17.9668579,91.7524414,33.8235283,0,0,27.9411774,4.4117646,8.8235292,0,0,2.8052413,27.6163464,0,5.1639361,46.2396507,8.8235292,0,12.2931128
3313856,Control,North Holland,4416.997889,2.0375831,2.9431756,1.3583887,1.5847868,10.4143133,9.2823229,306.5925293,12.272727,6.818182,0.1515152,1.6666666,0.3030303,64.5454559,12.3304348,0,4.5799232,9.3093567,0,12.4968452,48.9269409,3.4848485,0,16.7534599
3314067,Control,North Holland,9233.619899,2.1659977,3.0323968,1.1912987,1.8410981,5.9564939,4.4402952,280.01651,2.0304568,14.7614212,6.2944164,1.1979696,1.6040609,15.3299494,4.2264609,0,3.3899453,4.7514896,3.1342187,7.8501415,34.4413109,13.2588835,5.3807106,13.5374861
3415508,Control,North Holland,6728.320105,2.3780081,2.2293828,1.6348805,0.594502,9.6606579,0.7431275,267.6363831,2.7061856,44.0721664,24.2268047,17.1391754,1.6752577,1.9329897,3.4188917,0,3.1503079,9.4916677,22.1602612,0.6759762,35.5106163,0.6443299,0,26.0094643
3731124,Control,North Holland,2603.129928,2.6890705,4.993988,3.0732236,1.9207647,3.0732236,11.1404352,323.2327881,40.1289291,0.3223207,0,1.2892828,4.2707496,13.5374699,8.5127716,0,0,2.3921313,0,4.1071844,66.6610489,16.1966152,6.446414,23.4333286
4001747,Control,North Holland,2609.724017,2.682276,0.7663646,0.3831823,0.3831823,0,1.1495469,2.3557069,0,0,0,0,0.952381,61.9047623,0,0,65.3876572,0.4797,0,0,0,0,0,0.7663646
4001958,Control,North Holland,21762.47004,2.5272868,0.1838027,0.0919013,0.0919013,0.6433094,3.9058065,40.4281349,0.091617,6.0467248,87.4484634,0.4122767,0,0,0,21.5463848,5.5935216,22.2210922,1.9390111,0.0128082,8.7193718,0.7329363,0,2.9408426
4001971,Control,North Holland,9675.498015,2.5838463,0.9301847,0.3100616,0.6201231,0.5167693,1.6536616,40.0978546,0.1851852,4.6296296,0,54.8148155,0,12.2222223,0,24.8722477,6.5535116,27.6889515,0,0,40.1393547,0.1851852,0,5.8911695
4002694,Control,North Holland,36441.33721,2.4697227,0.4939446,0.1920895,0.301855,4.2534113,3.7320256,132.3697662,0.1021611,7.0726914,40.1650276,0.0157171,0.0314342,12.8565817,0.0492487,4.4250941,4.0973654,29.4260731,7.3120551,1.7126396,20.0551834,0.1493124,0,6.9975476
4005298,Control,North Holland,24872.50292,2.4123025,0.964921,0.6030756,0.3618454,0.2814353,1.0855361,33.749939,0.9453781,8.0357141,0.052521,59.6638641,0.210084,21.5336132,0.1782898,14.3550501,3.749347,34.2990341,0.3451156,0.7839068,19.736948,0.262605,0,2.934968
4014772,Control,North Holland,55533.66034,2.394944,0.918362,0.4501774,0.4681845,0.4321703,2.5209935,30.3852615,0.0794913,18.7281399,34.2448349,6.2957077,5.0397458,7.1383147,0.0515471,22.5783901,5.2009697,25.7014446,2.0160093,0.6128947,12.6753445,0.4610493,0.063593,4.0876112
4015103,Control,North Holland,41852.31216,2.4849284,1.409719,0.7406998,0.6690192,3.3212025,1.1229964,77.562645,9.5013371,29.1489697,3.8854806,6.3709297,0.0786535,13.9216614,1.0505396,7.8710833,10.4078302,26.7065239,4.9505515,3.6410656,23.1780643,3.5394053,0,7.2397432
4019915,Control,North Holland,48876.26347,2.4756393,1.1252906,0.5728752,0.5524154,4.562542,4.5216222,142.8858337,0.7040431,19.7028522,5.5391622,14.391469,0.0931822,22.4154892,0.6905149,0.6284854,4.990591,28.374321,4.5302315,5.2497334,33.9034615,4.2035513,1.2734897,13.0533714
4025331,Control,North Holland,17507.57247,2.6274345,0.7425358,0.3427089,0.399827,2.6845527,4.797924,49.9376526,0.1748863,11.2277021,25.2535858,58.3071022,0.7345226,1.7488632,4.5125532,5.7322063,1.9991302,39.0073814,2.2536542,0,23.7545357,0.2798181,0,5.197751
4025819,Control,North Holland,23250.99691,2.5375257,0.946196,0.4300891,0.5161069,2.838588,3.9568195,113.7301941,0.1916274,27.756485,5.1444573,4.9823112,0.3095519,13.9003534,0.6005071,0.8379464,2.621722,42.4977379,0.2909577,3.1097887,24.7786903,10.3920994,2.4764152,6.4083276
4027280,Control,North Holland,38259.89174,2.4830179,0.9147961,0.3920555,0.5227407,2.2216477,3.6069105,134.8927307,0.3069411,6.1527729,21.2835712,0.7534007,0.1604465,13.8262997,2.3421731,2.3479931,4.7979894,31.8672237,8.6095867,1.7464105,23.8147163,5.545867,1.6742239,6.1683393
4027868,Control,North Holland,37376.96509,2.4346547,0.6956156,0.4013167,0.2942989,0.5885978,4.3342204,55.3273354,0.066302,0,32.5045586,20.9017067,0.4806896,29.5541191,0.981984,4.9127345,2.6853783,39.327095,4.833107,1.3947005,14.3730278,8.3540525,0.0165755,5.0565906
4060923,Control,North Holland,27894.23039,2.4019303,1.1471907,0.609445,0.5377456,4.1944156,4.8755603,145.8760376,2.9247911,26.0724239,4.3175488,11.1629524,0.0905292,10.766017,1.3393569,0.5383822,5.9801512,27.742384,0.8231441,4.0202169,33.2254906,0.7938719,0.3342618,11.8304033
4060940,Control,North Holland,13607.63497,2.5720854,1.6902276,0.955346,0.7348816,7.054863,2.9395263,204.8920746,2.0451527,36.6002655,0.1062417,2.868526,1.2749004,5.9229746,1.3983891,2.0077176,3.370368,15.5383196,3.2266405,6.203527,40.3154144,6.7463479,0,16.8287868
4061383,Control,North Holland,7682.294351,2.4732194,2.2128806,1.171525,1.0413556,8.5911837,1.4318639,317.7011108,0.9704027,28.820961,8.9762249,26.1038322,0.6307617,22.1737022,4.1958504,0,1.8985399,2.5429454,0,4.5873747,75.8762207,23.2411442,0.0485201,26.6847363
4070805,Control,North Holland,37483.76287,2.3743615,1.5473367,0.7736683,0.7736683,0.5068861,4.401906,67.1223831,1.4492754,15.256917,5.612648,31.831358,0.1054018,31.98946,0.9884417,6.9894524,5.5563269,24.0137711,2.4938033,1.4188315,36.8778152,24.057972,0,7.7900395
4075874,Control,North Holland,29804.0597,2.5499883,1.1407841,0.7717069,0.3690772,6.4756279,1.3756515,107.2256546,6.763555,4.6953607,32.8675232,10.3689213,0.0838457,16.2101727,1.9392347,9.1255941,11.8032131,18.3948898,2.6623678,10.0576401,34.3640518,5.2822804,0,8.2874613
4080432,Control,North Holland,78174.82429,2.4176581,0.7930942,0.4988818,0.2942124,1.5222292,4.9760265,58.4978828,1.6578813,8.3574219,24.2305737,26.2710419,0.9012073,10.1343307,2.2394016,4.1364722,5.1384363,32.1978951,3.2883558,2.2406948,17.8526592,24.9362354,0,5.6667862
4085292,Control,North Holland,39752.42833,2.4401026,0.7546709,0.4528025,0.3018683,0.5534253,5.6097202,48.5416298,0.0454649,0,0,38.0541039,7.8199592,38.6224136,1.0531805,3.5981996,2.3062789,38.010437,4.3089705,1.0653967,13.3612499,0.2955217,0,3.7733543
4087755,Control,North Holland,7846.879425,2.548784,1.0195136,0.2548784,0.7646351,0,0.2548784,35.673893,15.8823528,0,0.2941177,12.3529415,0,20.294117,0,3.5495653,2.339669,51.0519066,0,2.224087,28.7834148,0,0,3.5682974
4087835,Control,North Holland,19486.3073,2.2066777,0.6671351,0.3592266,0.3079085,7.9029851,6.5173969,193.08638,0.1367781,31.5957451,13.8601828,13.1155014,0.212766,2.0516717,2.8900986,0,6.8933883,12.5125198,9.6926136,4.3469958,28.1183853,8.525836,2.1428571,11.8544779
4093825,Control,North Holland,37527.27204,2.2650194,0.6928295,0.3197674,0.373062,0.0266473,14.4961243,11.0722389,0.2728227,7.0933895,0,0,11.9307451,26.9779644,0,3.7601564,1.9026382,10.3247185,0.0117028,0.6887371,4.9349289,0.3882476,0,1.7320737
4093849,Control,North Holland,4159.886846,2.8846939,1.9231292,0.2403912,1.6827381,0,2.1635203,104.949852,0.3076923,83.0769196,0,1.8461539,0.3076923,9.5384617,0,0,16.0319023,14.5261126,0,15.6720266,72.2908173,51.3846169,0,14.4234695
4093910,Control,North Holland,1762.243352,2.8372927,2.8372927,1.7023755,1.134917,3.9722097,20.995966,322.9933167,0.3861004,1.1583011,0,0,17.7606182,50.5791512,3.8009403,0,0,0,0,0,64.8502045,41.3127403,0,16.4562969
4097717,Control,North Holland,17230.31661,2.4956012,1.1607448,0.4642979,0.6964469,3.8304577,0.8125213,229.7659149,0.8945935,13.3022175,2.3337224,12.1742516,0.9723843,3.8895371,2.9131875,0.4128039,8.0206909,18.6632977,1.494733,3.7883029,26.8972111,3.8895371,0,10.446703
4100836,Control,North Holland,2239.948357,2.6786332,2.2321944,0.8928778,1.3393166,4.9108276,2.2321944,291.4954529,9.3167706,0,0,0,1.242236,85.0931702,3.5374877,0,5.0820065,4.8433352,14.6868973,9.2346487,4.175817,0,0,13.3931656
4107789,Control,North Holland,24808.22943,2.5797892,0.9271117,0.4837105,0.4434012,3.0634995,9.8757553,127.858078,0.548578,27.7753716,5.0238199,4.879457,0.1876714,14.7682981,1.1615082,0.7870893,2.4636812,36.9718018,0.0127196,3.0662837,29.8871517,10.942688,2.0210769,8.1827688
4175940,Control,North Holland,9221.18605,2.4942563,1.6266888,0.7591214,0.8675674,5.6391878,8.4587822,265.743988,0,0.1901141,11.0899878,0.2534854,0.0633714,6.4638782,0.8433862,0,6.9629221,15.5732937,33.7812042,0.2882302,2.0007875,0,0,8.4587822
4178981,Control,North Holland,11179.15213,2.6835666,1.6995922,0.9839745,0.7156178,2.3257577,5.8143945,32.3760567,0,4.4619422,76.7279053,0.9623797,0.0874891,13.1233597,0,14.6418667,3.943217,30.9961128,1.8592018,0.2706387,27.3706436,0,0,6.4405599
4182620,Control,North Holland,26579.09772,2.4831543,0.6019768,0.413859,0.1881177,1.6554362,2.4831543,67.8933334,0.5242826,5.7119207,4.6909494,4.5529799,0.3587196,0.1103753,2.5770688,3.5700369,6.6416903,42.8538742,3.4158845,2.2229171,19.122633,3.2284768,0,5.003932
4184330,Control,North Holland,9619.236109,2.4950006,1.6633338,0.9356253,0.7277085,0.9356253,6.2375016,74.613678,11.395647,3.0729833,0,3.2010243,0.2560819,74.0076828,1.0246317,7.9701257,6.7646689,30.6066265,0,1.6708156,46.3908997,4.6094751,0,12.1631279
4187668,Control,North Holland,12165.26349,2.6304405,0.9042138,0.6576101,0.2466038,13.8098116,5.096478,155.5779724,1.2943432,2.2051773,36.2895508,4.5062318,7.7181206,4.0747843,0,0.333427,6.6936531,17.5883274,1.4302975,9.9025927,74.6783295,19.8465958,0.0479386,13.6454096
4188795,Control,North Holland,3726.794554,2.6832712,1.3416356,0.5366542,0.8049813,5.9031963,0.2683271,48.7019882,0,0,9.0342684,19.6261673,0,1.2461059,0,11.6141768,3.386251,37.5062752,0.9774607,0,1.9495984,0,0,7.781486
4197712,Control,North Holland,3772.279262,2.6509173,1.3254586,0.2650917,1.0603669,5.8320179,0.7952752,48.98843,0,0,9.0062113,19.8757763,0,1.242236,0,11.4593859,3.4729111,37.2540932,0.9644334,0,2.1217759,0,0,7.6876597
4212089,Control,North Holland,9458.479811,2.4316804,1.5858785,0.7400767,0.8458019,1.6916038,9.3038206,77.0781937,11.2398605,15.1796064,0,4.171495,0.9269989,63.4994202,0.6431834,8.0996885,6.3586364,32.2329445,0,1.4079065,42.8979683,8.1112394,0,9.9381723
4224437,Control,North Holland,17597.74594,2.1593676,0.6819055,0.3409528,0.3409528,6.0803242,5.057466,185.2088318,1.3766326,19.3787498,11.7719736,15.2135544,0.1588422,0.2470879,1.3923066,0,7.3566885,12.7851992,4.0701637,4.8104839,33.9680977,2.6650195,0.0529474,11.1377897
4226271,Control,North Holland,64700.35566,2.4420269,1.4373955,0.6800581,0.7573374,0.9891754,4.1730838,77.5283356,3.6506343,29.0681763,3.6232545,30.062973,0.684494,9.7654467,1.6486691,7.9196944,8.6562281,22.8594742,1.0328814,2.5343797,39.2936554,33.0656204,0,6.7233014
4232509,Control,North Holland,64769.42797,2.4085438,1.4049839,0.6484541,0.7565297,0.9881205,4.4002242,76.162056,3.1760519,29.0681763,3.6232545,30.2455044,0.684494,9.7380667,1.6476655,7.9524899,8.8115063,23.3513889,1.0322527,2.5324247,38.0978241,33.0656204,0,6.7778893
4234431,Control,North Holland,4186.611779,2.3885663,0.7165699,0.2388566,0.4777133,0,14.0925417,21.0219574,0,2.3504274,0,0,0,20.7264957,0,0.7449265,13.4956455,2.0221481,0,0,0,0,0,0.7165699
4239996,Control,North Holland,2501.566546,1.9987476,5.5964932,3.5977457,1.9987476,1.9987476,16.7894802,324.5487061,37.5515823,0.6877579,0.8253095,0,0.9628611,13.7551584,4.1185679,0,0,1.1556451,0,1.6053728,82.2071686,40.165062,0,24.7844696
4240048,Control,North Holland,5214.798734,2.3011434,1.7258576,1.1505717,0.5752859,6.1363826,0.9588098,300.4411926,1.0238907,0,0,10.0113764,40.9556313,37.770195,0.6695318,0,7.1950998,11.1562948,0.0360197,32.4269409,59.0350113,0.5688282,2.7303755,13.231575
4243784,Control,North Holland,77645.65028,2.434135,0.2833385,0.1287902,0.1545483,2.2151916,2.6144414,81.9624939,0.1666358,6.4926248,41.1405296,11.8249702,0.0123434,1.2096525,0.0341037,9.3555031,6.2795973,29.5987453,6.0717459,0.7455621,18.7515774,0.69123,0,4.3788671
4259180,Control,North Holland,32459.29938,2.4646249,1.1090813,0.5237328,0.5853484,1.3247359,7.8867998,123.1739197,8.888587,12.3761702,6.1202335,9.9063644,0.1085629,53.7929153,1.0045898,1.1518304,6.9920864,29.422123,5.9207292,4.3885841,26.2024841,9.8385124,1.2484733,8.4721479
4262861,Control,North Holland,32641.85691,2.450841,1.1028785,0.5208037,0.5820747,1.317327,7.8426909,123.4068298,8.8801517,12.4186554,6.1144252,9.8969631,0.1084599,53.7418671,0.9989386,1.1453509,7.1580715,29.2838688,5.8874226,4.3639035,26.2824631,9.8427334,1.2472885,8.4247656
4277900,Control,North Holland,11887.91553,2.6918092,1.3459046,0.8411903,0.5047142,1.3459046,0.2523571,74.3754807,4.6399999,0.4,0.08,23.8400002,0.08,46.7999992,6.3462558,2.9357188,16.2908421,16.1954212,1.5344421,0.1948428,57.9837341,17.2000008,0,9.7578087
4281756,Control,North Holland,20817.83173,2.2576799,0.8646433,0.4323217,0.4323217,7.3014326,13.3539362,201.9629974,1.8215539,21.050539,12.0619993,0.0331192,0.4504206,3.7292178,2.3273764,0,6.8113322,12.1941023,4.8993483,5.5727968,27.1400814,0.5696496,0,10.7119703
4282917,Control,North Holland,40484.88067,2.4453573,0.7163168,0.2717064,0.4446104,2.6676626,3.3345783,147.3050232,0.2262239,4.6873584,26.839201,2.5608542,0.3529092,15.1208038,1.4203169,2.2177491,5.2062888,29.740303,7.5127263,1.8164204,29.7229576,1.5383223,0,6.7185574
4286589,Control,North Holland,10673.63334,2.435909,1.6863986,0.6558217,1.0305769,2.9043531,3.8412411,50.9758453,1.384083,60.4382935,0,0,1.384083,5.4209919,1.9121354,0,25.3329887,26.4959602,0,1.7587212,31.7899971,3.1141868,0,5.9960837
4293021,Control,North Holland,4324.185454,2.775089,1.3875445,1.1562871,0.2312574,1.3875445,9.0190401,193.3498993,14.4508667,1.1560694,0,15.6069365,19.6531792,41.6184959,12.0930538,0,20.0847092,3.2406678,0,0.981608,61.5386314,22.5433521,0,12.9504156
4797047,Control,North Holland,10097.58369,2.2777727,2.2777727,1.2874367,0.9903359,5.7439485,2.2777727,227.3592834,11.6982288,2.6573,9.4685402,0.0305437,1.9242517,71.1667709,18.8871441,0,3.0057189,14.4456234,16.962389,0.0451106,30.6806793,2.8100183,0,12.379199
5000128,Control,North Holland,23521.21912,2.2532845,1.8706514,0.9778405,0.8928109,3.9113619,3.5287287,144.6609497,14.3307581,44.8683586,7.031373,5.5651898,0.0788271,6.1327448,1.1607225,4.1013107,9.6269674,13.8404217,4.8170185,1.3421217,51.2183685,4.2251301,0,13.0945597
5003857,Control,North Holland,16978.6892,2.5914838,0.8834604,0.4711789,0.4122815,7.2443757,2.1792023,148.275116,8.1930914,0.8857396,32.1080589,27.2364922,1.9486271,7.0859165,0.0698756,10.5792389,4.3143902,21.5271492,3.5785015,2.8686862,32.3885345,27.3250656,0.044287,9.3057833
5003877,Control,North Holland,12721.0715,2.5941212,1.5721946,0.9433168,0.6288778,4.6379743,3.1443892,278.3735962,13.9501781,5.2669039,0.2135231,25.9786472,1.4946619,23.9145908,4.0295963,0.063566,2.8670876,10.784832,1.6894821,4.8614197,78.4068985,17.2241993,0.1423488,17.6085796
5004743,Control,North Holland,9428.166463,2.2273684,1.6970426,0.8485213,0.8485213,9.2276688,6.2578444,284.2546082,14.7719975,25.7546558,4.9668164,18.3686581,0.2140869,21.5585537,7.1614184,0,4.1049876,4.1952977,0.4508596,13.8617916,55.9407349,8.2851639,1.7126954,22.3797493
5004809,Control,North Holland,7816.929221,2.0468395,1.6630571,0.8954923,0.7675648,12.0251827,2.5585494,278.4977112,8.5871401,59.8138733,9.8561764,0.0846024,0.4230118,13.0287647,8.1839075,0,5.2201252,6.1225152,0,17.3147354,49.9934349,4.5685277,0,21.7476711
5007513,Control,North Holland,23405.3347,2.392617,0.6408795,0.427253,0.2136265,7.3914771,5.1270361,159.1759033,0.0900698,1.3285296,57.7572632,0.3152443,0.1351047,15.4244537,1.0465947,0.5158407,9.1951361,25.3927498,15.4408722,1.9227105,8.8575115,15.9648724,5.4041882,9.0577641
5007701,Control,North Holland,42697.57727,2.2952123,0.7728776,0.5620928,0.2107848,0.1405232,12.9515543,15.5076904,0.4370629,8.2070704,0,0,11.0916862,28.3216782,0.0614219,3.8954148,3.5075986,12.8868322,0.2523249,1.4322058,7.8888841,0.9324009,0,2.5762587
5013351,Control,North Holland,3896.952264,2.0528862,2.8227186,1.5396647,1.283054,1.283054,4.3623834,323.0077515,8.5510693,0,0,0.2375297,0.4750594,4.5130639,1.458691,0,0.1518231,0.3126348,0,1.2549533,94.0657578,46.080761,0.7125891,16.1664791
5023683,Control,North Holland,22354.37645,2.4156344,0.9394134,0.6710095,0.2684038,0,11.9439697,10.5249081,0,12.1537466,0,0.429461,1.3313292,35.1943321,0,4.0569773,2.1645088,20.8254528,0.0197755,0.8367702,5.425118,0.7945029,0,3.0419099
5027917,Control,North Holland,34117.86582,2.227572,1.4068875,0.6155133,0.7913742,3.0775664,3.5465291,109.1756058,10.0450745,43.7969513,4.7864347,6.4928098,0.1931745,8.8430996,0.939377,6.6865377,9.0519695,11.77987,3.172246,0.941592,42.7526932,3.4556773,0,10.7275171
5027942,Control,North Holland,34117.86582,2.227572,1.4068875,0.6155133,0.7913742,3.0775664,3.5465291,109.1756058,10.0450745,43.7969513,4.7864347,6.4928098,0.1931745,8.8430996,0.939377,6.6865377,9.0519695,11.77987,3.172246,0.941592,42.7526932,3.4556773,0,10.7275171
5059003,Control,North Holland,4544.207842,2.4206638,1.3203621,0.4401207,0.8802415,1.7604829,1.5404224,154.7483215,5.1162791,0.4651163,54.4186058,0.9302326,0.4651163,22.7906971,2.7286921,0,4.9253025,6.5691481,0,0.0204604,63.9986038,0,0,12.5434408
5061452,Control,North Holland,8132.093591,2.2134521,1.2296957,0.6148478,0.6148478,0,1.5986043,46.2095337,11.3496933,0,0.3067485,74.5398788,0.613497,2.7607362,0,5.5842872,1.5617729,42.8832321,0,0,45.0521393,0,0,3.5661173
5062810,Control,North Holland,6190.931557,2.0998456,2.2613721,1.130686,1.130686,13.5682325,10.9838076,311.6359863,0.5982054,51.4456635,4.7856431,21.7347965,1.894317,6.0817547,1.4302436,0,3.2684631,8.3298435,1.264959,5.1585541,65.2274475,3.5892322,0,22.6137218
5065039,Control,North Holland,13742.30483,2.3285758,0.654912,0.36384,0.291072,0,4.9482236,9.7748098,0.0856898,0,0,94.2587814,0,0,0,0.4599562,1.0378356,55.6393776,0,0,3.635339,0,0,1.018752
5067433,Control,North Holland,3065.578708,2.2834189,1.3048108,0.6524054,0.6524054,0,0.6524054,37.6839943,2.4390244,0,0,26.8292675,0,0,0,18.5441875,3.2846332,33.5587387,0,0,45.528141,0,0,4.8930402
5071281,Control,North Holland,5311.203234,2.4476564,1.6945313,1.1296875,0.5648438,3.765625,5.4601564,221.8453217,0.9395973,34.8993301,5.1006713,2.6845639,0.9395973,53.4228172,0.6831238,0,4.0465984,9.1392021,1.720795,2.4553216,29.1209373,5.3691278,0,19.5812511
5080022,Control,North Holland,12196.99587,2.5416095,2.869559,1.2298111,1.639748,0,6.2310424,46.7887344,15.0192556,6.2901154,0,18.9987164,6.2901154,35.3016701,0.6650123,3.6369016,24.6702995,17.9977169,0.7998599,0,19.8711529,5.9050064,0,8.0347652
5086063,Control,North Holland,7807.940183,2.5614951,2.3053455,1.024598,1.2807475,1.2807475,1.7930465,110.207962,4.4571428,0.8571429,0.1142857,14.2857141,2.057143,47.8285713,0,0.0291968,15.7249231,8.4788818,0,0.2322037,32.2196274,0.7428572,0,9.2213821
5090521,Control,North Holland,11133.82978,2.1555924,1.3472453,0.5388981,0.8083472,5.2991648,5.029716,115.4538193,1.0362694,6.0449052,7.9447322,33.6787567,0.5181347,2.4179621,7.9845896,0.7856481,12.7333746,30.0977898,2.1111434,4.1749144,16.3392487,13.4715023,0,7.7242064
5091052,Control,North Holland,13506.68613,2.3691969,0.6663367,0.2961496,0.370187,2.8134215,0.1480748,202.0396118,0.667881,1.7000607,0.1821494,3.4608378,0.9107468,0.4857316,2.189817,0.5249922,8.5550785,21.9784908,2.3532295,1.900043,21.2490616,2.8536735,0,6.0710673
5093727,Control,North Holland,7892.969827,2.5339005,2.2805104,1.1402552,1.1402552,1.2669502,1.7737303,110.7427902,4.6206503,0.855676,0.1140901,14.2612667,2.0536222,47.7467194,0,0.0291548,15.7022991,8.4632502,0,0.2318696,32.3171425,0.7415859,0,9.1220417
5097749,Control,North Holland,5232.081316,2.4846709,0.9556426,0.5733856,0.382257,3.0580564,0.7645141,132.203949,8.9918261,0.2724796,43.5967293,1.0899183,0.2724796,42.506813,2.6580896,0,20.0943432,4.6168222,0,0.3144214,67.1176529,0.2724796,0,12.9967403
5097761,Control,North Holland,8769.483566,2.2806361,2.3946679,1.140318,1.2543498,1.2543498,3.8770812,177.461319,0.6896552,5.9770117,0.9195402,6.2068968,0.6896552,56.0919533,4.1448531,0,25.4053154,6.4165983,0,0.0957533,56.1775551,6.4367814,0,13.683816
